,snail_genus,leaf_width,leaf_length,leaf_surface,shell_height,shell_color,shell_radius
134,Lunaspira,75.0,21.0,hairy,-7.254938719328688,yellow,-1.2784440848320782
137,Lunaspira,75.0,31.0,hairy,8.050098237922487,dark,0.9178636080592416
138,Lunaspira,69.0,18.0,hairy,2.70789024367736,dark,0.5686612730159255
139,Lunaspira,76.0,19.0,hairy,-0.28354365012060007,dark,0.029396654928226518
140,Lunaspira,79.0,36.0,hairy,-2.5394879204476486,dark,-0.6868753194662234
125,Lunaspira,72.0,37.0,waxy,3.448996437144242,dark,0.4216604622750353
198,Lunaspira,75.0,21.0,hairy,-10.153268463338238,dark,-1.4399418774142565
56,Lunaspira,69.0,69.0,hairy,11.129190427231237,dark,1.6202589787690367
293,Lunaspira,74.0,63.0,hairy,16.61512651101446,dark,2.357850077749748
111,Lunaspira,49.0,121.0,smooth,5.741624063322894,dark,0.8527275650580541
164,Lunaspira,23.0,63.0,smooth,-6.0852868826652085,dark,-1.1392516689985537
248,Lunaspira,69.0,72.0,waxy,-6.443222521791715,dark,-1.0466128570311566
266,Lunaspira,30.0,110.0,waxy,-2.7047043035868725,dark,-0.21592950172541428
325,Lunaspira,70.0,33.0,waxy,7.936311822046209,dark,1.1101533906656746
45,Lunaspira,40.0,34.0,waxy,2.909294801311832,dark,0.4927849758247677
100,Lunaspira,65.0,29.0,smooth,8.490647588641865,dark,1.358488728206358
201,Lunaspira,37.0,40.0,waxy,5.086615516302258,dark,0.9181106167036804
181,Lunaspira,74.0,44.0,hairy,-1.5518794942648209,dark,-0.30635074700953957
123,Lunaspira,75.0,21.0,hairy,4.643198170065411,dark,0.5823344974176804
121,Lunaspira,75.0,28.0,hairy,-6.552121103357861,dark,-1.3593620002402584
120,Lunaspira,71.0,31.0,hairy,-4.90776257269341,dark,-0.6577064776180268
141,Lunaspira,66.0,26.0,hairy,6.334321178779845,dark,1.1664917182305812
169,Lunaspira,79.0,29.0,hairy,3.3467243221350986,dark,0.3819379089183416
170,Lunaspira,73.0,23.0,hairy,-4.559754287263766,dark,-0.6799457299046804
175,Lunaspira,74.0,27.0,waxy,8.363771012862024,dark,1.1411838740654872
176,Lunaspira,75.0,33.0,hairy,-4.053423095538115,dark,-0.9086751761059778
186,Lunaspira,70.0,31.0,hairy,2.416889650823634,dark,0.26041720106881544
177,Lunaspira,75.0,36.0,hairy,-6.017867030434028,dark,-1.0697511153180992
337,Lunaspira,71.0,100.0,waxy,-5.811398817020619,dark,-0.9767654815241775
178,Lunaspira,76.0,28.0,hairy,2.120507130454763,dark,0.2206938189106987
20,Lunaspira,41.0,126.0,smooth,-2.6094689320235966,dark,-0.3545602009405158
182,Lunaspira,81.0,22.0,hairy,-2.7913952843436913,dark,-0.7996975242473862
179,Lunaspira,70.0,26.0,hairy,4.139476622812965,dark,0.6472889865533532
142,Lunaspira,76.0,18.0,hairy,14.058009979665256,dark,2.0696271060753078
194,Lunaspira,78.0,16.0,hairy,-2.378601724757244,dark,-0.45715853739740764
197,Lunaspira,73.0,32.0,hairy,-7.485080522073,dark,-1.0996366941152598
127,Lunaspira,70.0,29.0,hairy,3.0283582030665412,dark,0.426700078731931
114,Lunaspira,79.0,30.0,hairy,1.0810248828042155,dark,0.051440852152350704
115,Lunaspira,80.0,27.0,hairy,3.8220802194267707,dark,0.8169468681355303
116,Lunaspira,77.0,33.0,hairy,9.31444402842424,dark,1.5293089502323973
199,Lunaspira,75.0,22.0,hairy,-10.800848828446641,dark,-1.9010004538627825
117,Lunaspira,71.0,26.0,hairy,-0.009049320231136125,dark,-0.12313960297083712
118,Lunaspira,83.0,27.0,hairy,17.89532903213855,dark,3.0443027718267808
119,Lunaspira,75.0,21.0,hairy,-6.167388856661952,dark,-1.2594833544561705
161,Lunaspira,81.0,24.0,hairy,8.533634180406652,dark,1.3128791120025636
89,Lunaspira,77.0,21.0,hairy,3.5889830348530865,dark,0.48786516326557067
86,Lunaspira,73.0,18.0,hairy,2.235565168897383,dark,0.28587884243796846
81,Lunaspira,74.0,25.0,hairy,4.564198696179212,dark,0.7959649428540505
297,Lunaspira,76.0,33.0,hairy,1.733675114321994,dark,0.021540960428656043
256,Lunaspira,76.0,16.0,hairy,6.279420831509304,dark,1.11226208666176
308,Lunaspira,72.0,16.0,hairy,6.0290347272196625,dark,0.7654185925543497
260,Lunaspira,74.0,34.0,hairy,5.962293779169049,dark,0.8603745178383603
262,Lunaspira,78.0,19.0,waxy,5.156454774052773,dark,0.9448040844642642
307,Lunaspira,74.0,17.0,hairy,7.8585104856207515,dark,1.063936100869673
263,Lunaspira,74.0,44.0,hairy,0.011229082964365061,dark,-0.2305535710535197
304,Lunaspira,75.0,27.0,hairy,8.591533948983953,dark,1.5027943803072839
264,Lunaspira,73.0,24.0,hairy,1.6443080963235368,dark,0.04776272273598276
265,Lunaspira,83.0,18.0,hairy,12.655097372915785,dark,2.1273293732311105
237,Lunaspira,76.0,29.0,hairy,1.8032266429555979,dark,0.5607860823111901
301,Lunaspira,77.0,9.0,hairy,4.296981053866739,dark,0.4994707677856875
271,Lunaspira,70.0,28.0,hairy,-5.475415111647326,dark,-1.127307698128392
295,Lunaspira,71.0,16.0,hairy,-0.6379024704987676,dark,-0.2719457022165987
274,Lunaspira,82.0,28.0,hairy,1.661940223733196,dark,0.27431176327988716
288,Lunaspira,72.0,34.0,hairy,-3.738843908909178,dark,-0.626865897084306
287,Lunaspira,70.0,36.0,hairy,7.722498771599506,dark,1.083932045639185
276,Lunaspira,79.0,34.0,hairy,2.7926045753150386,dark,0.49049081338543926
335,Lunaspira,49.0,102.0,hairy,6.592474910961812,dark,1.1592872799402558
283,Lunaspira,70.0,21.0,waxy,10.12417009638313,dark,1.7781826533140197
329,Lunaspira,58.0,72.0,smooth,-3.193242609183454,dark,-0.6832582486310405
282,Lunaspira,72.0,37.0,hairy,4.473551991205741,dark,0.6673332417663748
300,Lunaspira,75.0,27.0,hairy,16.34410606068225,dark,2.8685970240057648
331,Lunaspira,67.0,18.0,hairy,-0.34373725908037556,dark,-0.07953813913009121
357,Lunaspira,78.0,33.0,hairy,4.368060990471215,dark,0.7490559196180564
218,Lunaspira,74.0,22.0,hairy,-6.758816558811045,dark,-1.3306658006275895
224,Lunaspira,74.0,24.0,hairy,10.498480846207828,dark,1.504942925619629
374,Lunaspira,70.0,28.0,hairy,-5.259055563969472,dark,-0.8538545725065221
350,Lunaspira,74.0,22.0,hairy,-10.62334233139736,dark,-1.8101997441942155
227,Lunaspira,72.0,19.0,hairy,-0.9532098842273836,dark,-0.2924035145658233
355,Lunaspira,78.0,25.0,hairy,-2.6654830910656635,dark,-0.716467196146847
373,Lunaspira,70.0,25.0,hairy,-7.174492100764646,dark,-1.2559459260053039
379,Lunaspira,70.0,37.0,hairy,-1.22592503693847,dark,-0.38914731736692515
233,Lunaspira,76.0,31.0,hairy,-4.643298706015529,dark,-0.8419956674345516
354,Lunaspira,72.0,28.0,hairy,-14.368302628034687,dark,-2.635396637317425
353,Lunaspira,75.0,28.0,hairy,4.951309167315659,dark,0.8696597891541301
381,Lunaspira,69.0,27.0,hairy,-1.7705681490845304,dark,-0.5773912937257812
234,Lunaspira,66.0,29.0,hairy,-1.3994304266340685,dark,-0.41963325167720916
217,Lunaspira,83.0,24.0,hairy,6.777262950865163,dark,1.2342189441310942
212,Lunaspira,69.0,27.0,hairy,-5.1188367351901976,dark,-0.8670642738570329
352,Lunaspira,70.0,25.0,waxy,3.0290744973646873,dark,0.1937813559201118
365,Lunaspira,69.0,23.0,hairy,1.682948934605193,dark,0.3160008857633865
363,Lunaspira,74.0,27.0,hairy,-3.24136085738309,dark,-0.6818834659414319
231,Lunaspira,78.0,40.0,hairy,0.8905931305326454,dark,-0.04978617762751025
378,Lunaspira,78.0,30.0,hairy,-11.580727768230377,dark,-1.984511344342729
360,Lunaspira,80.0,26.0,hairy,-0.7602613811343021,dark,-0.13002635759031025
221,Lunaspira,72.0,27.0,hairy,5.728702829425301,dark,0.7297544261164544
220,Lunaspira,76.0,23.0,hairy,2.6402970043499177,dark,0.3040845827290925
371,Lunaspira,75.0,7.0,hairy,-1.2800800202112,dark,-0.4744446498071786
281,Lunaspira,75.0,28.0,hairy,3.2249905724474064,dark,0.5295513715248924
277,Lunaspira,72.0,23.0,waxy,2.8783953435157215,dark,0.40855384985661564
280,Lunaspira,75.0,26.0,hairy,16.2336337991888,dark,2.6487294727001527
279,Lunaspira,71.0,29.0,hairy,5.421563734612547,dark,0.5991405324560997
203,Lunaspira,70.0,32.0,hairy,-1.0297487537054986,dark,-0.29672903815973645
52,Lunaspira,68.0,30.0,hairy,-0.9789254318243406,dark,-0.005483866145772752
55,Lunaspira,74.0,31.0,hairy,1.2755704043402913,dark,0.12858181704226196
57,Lunaspira,79.0,20.0,hairy,8.836194834106678,dark,1.2283571685260792
60,Lunaspira,69.0,22.0,hairy,-6.459547620704615,dark,-1.023207337481733
61,Lunaspira,80.0,40.0,hairy,0.34722426778651927,dark,0.07008422408461243
202,Lunaspira,58.0,42.0,hairy,6.452902924597162,dark,0.8243622027472284
62,Lunaspira,75.0,23.0,hairy,14.01695550641345,dark,2.3686962675341423
63,Lunaspira,73.0,27.0,hairy,-6.413634437646158,dark,-1.129977338741316
302,Lunaspira,53.0,45.0,hairy,-10.684011986466205,dark,-1.9567442458890023
64,Lunaspira,73.0,29.0,hairy,-9.425047013616679,dark,-2.096023717690598
66,Lunaspira,75.0,21.0,hairy,-1.5479837214414964,dark,-0.43360787799375083
53,Lunaspira,40.0,66.0,hairy,-2.3121579820532667,dark,-0.622187952152262
68,Lunaspira,80.0,36.0,hairy,7.391198186270224,dark,0.9761321775317787
71,Lunaspira,76.0,20.0,hairy,-2.42365538361715,dark,-0.6608875176990346
74,Lunaspira,48.0,66.0,hairy,4.521818060481239,dark,0.4357190366549958
207,Lunaspira,72.0,108.0,waxy,-5.450727333044694,dark,-1.139766973578783
171,Lunaspira,70.0,105.0,waxy,-6.209002153280656,dark,-1.1282527779481772
72,Lunaspira,69.0,27.0,hairy,7.117214449931784,dark,1.1553980316338988
78,Lunaspira,70.0,14.0,hairy,-4.360476664262996,dark,-0.897641492946398
80,Lunaspira,71.0,30.0,hairy,4.5690400194178755,dark,0.4926911362871742
37,Lunaspira,11.0,24.0,hairy,14.52651647325521,dark,2.429907830335912
106,Lunaspira,15.0,36.0,hairy,12.668878033094161,dark,2.130906231200147
189,Lunaspira,75.0,35.0,hairy,5.828685375380411,dark,0.8643961820896192
225,Lunaspira,71.0,34.0,hairy,-1.221514318340774,dark,-0.2213377674916664
206,Lunaspira,71.0,27.0,hairy,7.490986256826299,dark,1.1145892306399563
315,Lunaspira,74.0,27.0,hairy,2.1353748642281563,dark,0.24960712542163657
253,Lunaspira,73.0,28.0,hairy,-0.14658259940509968,dark,-0.3181456871827348
311,Lunaspira,73.0,28.0,hairy,-0.47145013710830014,dark,-0.16941628076327878
252,Lunaspira,74.0,28.0,hairy,-3.4373488738671325,dark,-0.6672766314521035
349,Lunaspira,76.0,23.0,hairy,4.446707614074035,dark,0.686421468916998
348,Lunaspira,75.0,18.0,hairy,13.242594447735813,dark,2.081305812460162
241,Lunaspira,70.0,17.0,hairy,-6.963137602506462,dark,-1.2268400544530857
347,Lunaspira,78.0,15.0,waxy,-5.791351513827055,dark,-0.8264347231958582
346,Lunaspira,67.0,30.0,hairy,0.9046419375723298,dark,-0.2104745120292809
344,Lunaspira,75.0,30.0,hairy,15.007962575386994,dark,2.0126392843093504
242,Lunaspira,65.0,29.0,hairy,-3.7648132991908274,dark,-0.6032383120402411
341,Lunaspira,63.0,32.0,hairy,-4.183749566713436,dark,-0.8955738069892462
244,Lunaspira,81.0,15.0,hairy,-3.6040700067780187,dark,-0.5748388390641463
336,Lunaspira,75.0,2.0,hairy,13.720464657715857,dark,1.892196911358073
334,Lunaspira,67.0,24.0,hairy,-10.279852759608602,dark,-1.509012328694263
332,Lunaspira,83.0,27.0,hairy,-6.753827387903241,dark,-0.9720072075039314
246,Lunaspira,73.0,26.0,hairy,-7.999289139427637,dark,-1.286839352068916
250,Lunaspira,76.0,24.0,hairy,9.02830708152028,dark,0.9728320507606751
328,Lunaspira,71.0,22.0,hairy,1.1916933762331732,dark,-0.07243134899124341
326,Lunaspira,74.0,29.0,hairy,-7.8301750128788985,dark,-0.9749426899336441
322,Lunaspira,69.0,25.0,hairy,4.4454174075942365,dark,0.5981051842903481
320,Lunaspira,76.0,28.0,hairy,-10.151358953006607,dark,-1.506336794370997
317,Lunaspira,72.0,36.0,hairy,-9.704199540222845,dark,-1.5287094445359428
316,Lunaspira,75.0,29.0,hairy,1.4931637804340523,dark,-0.09033350314510279
314,Lunaspira,76.0,25.0,hairy,1.7950148374502946,dark,0.1536667645165373
166,Lunaspira,49.0,20.0,waxy,-20.483066461613348,dark,-3.0384009907454
375,Lunaspira,80.0,29.0,hairy,-12.595103475251745,dark,-1.883360256900203
261,Lunaspira,21.0,109.0,waxy,10.882646306851711,dark,1.2375784809840937
290,Lunaspira,15.0,110.0,waxy,-7.671528909591569,dark,-1.0497410586240203
291,Lunaspira,23.0,108.0,waxy,-6.069866229767023,dark,-0.8716142811948223
292,Lunaspira,15.0,111.0,waxy,-1.1379597454707613,dark,-0.32379634760636655
294,Lunaspira,18.0,108.0,waxy,11.816713259202846,dark,1.8075228702182373
296,Lunaspira,14.0,106.0,waxy,15.185369604552593,dark,1.9134672309523528
298,Lunaspira,19.0,112.0,waxy,0.7533310782414461,dark,0.06750134554609358
299,Lunaspira,17.0,115.0,waxy,13.749250253847846,dark,1.8844346769976459
303,Lunaspira,14.0,108.0,waxy,-11.45696696249896,dark,-1.5951766261382403
305,Lunaspira,17.0,114.0,waxy,-1.201879040822182,dark,-0.2580176250563393
306,Lunaspira,20.0,109.0,waxy,2.725191445334074,dark,0.317772684620561
310,Lunaspira,16.0,95.0,waxy,14.158337141011993,dark,2.2708737422109855
124,Lunaspira,15.0,107.0,waxy,-11.7365584646545,dark,-1.6121803403819719
364,Lunaspira,11.0,99.0,waxy,-14.416828984025601,dark,-2.1682126773514687
69,Lunaspira,14.0,109.0,waxy,-5.239184732998649,dark,-0.537827480101317
103,Lunaspira,18.0,99.0,waxy,8.216999298083508,dark,0.8442740227726389
22,Lunaspira,17.0,104.0,waxy,6.095088088709972,dark,0.8109798417969971
83,Lunaspira,20.0,107.0,waxy,0.16070806161171855,dark,-0.24274346672090133
289,Lunaspira,19.0,115.0,waxy,-4.727349938978855,dark,-0.6949408135998891
286,Lunaspira,9.0,108.0,waxy,-9.821177628789169,dark,-1.6714450710741384
285,Lunaspira,18.0,113.0,waxy,7.728436665251884,dark,1.1217731439576548
284,Lunaspira,17.0,100.0,waxy,-0.8440792791358716,dark,-0.23442344775547677
361,Lunaspira,13.0,113.0,waxy,-6.519289618489633,dark,-0.8355960971080804
362,Lunaspira,19.0,97.0,waxy,-1.1818749990253488,dark,-0.2436366688311002
313,Lunaspira,19.0,100.0,waxy,2.3427961583333494,dark,0.11893586669721916
59,Lunaspira,8.0,102.0,waxy,-10.65704783526062,dark,-1.6763368562491183
312,Lunaspira,17.0,105.0,waxy,-8.581085598845844,dark,-0.9171104556437926
309,Lunaspira,23.0,92.0,waxy,-2.575438001729264,dark,-0.32793726538238194
254,Lunaspira,18.0,108.0,waxy,-2.526286120526077,dark,-0.437822328419524
255,Lunaspira,11.0,108.0,waxy,-0.7765991644096655,dark,0.012552313790921742
101,Lunaspira,18.0,109.0,waxy,-7.590057944992489,dark,-1.1935419748371336
257,Lunaspira,11.0,111.0,waxy,4.928237131656076,dark,0.8962446367780239
259,Lunaspira,22.0,110.0,waxy,-7.890733124651624,dark,-1.1191189785632696
267,Lunaspira,19.0,111.0,waxy,2.6889654353709362,dark,0.2825940085160742
268,Lunaspira,17.0,103.0,waxy,7.308285749371952,dark,1.0918760628694273
269,Lunaspira,13.0,111.0,waxy,-7.365185771333322,dark,-0.8012996570369184
270,Lunaspira,21.0,111.0,waxy,4.711591425795885,dark,0.46938056450840215
272,Lunaspira,20.0,98.0,waxy,-8.631079534623172,dark,-1.3922211816604195
273,Lunaspira,13.0,104.0,waxy,-1.3221433271042926,dark,-0.15455879758301713
275,Lunaspira,19.0,102.0,waxy,7.09920463922141,dark,0.8195712288444652
258,Lunaspira,17.0,101.0,waxy,-12.740995103600907,dark,-1.658442059669879
367,Lunaspira,23.0,109.0,waxy,-3.664143798150912,dark,-0.5131231675849325
70,Lunaspira,16.0,107.0,waxy,-8.795044576449573,dark,-1.4505031411083058
99,Lunaspira,17.0,111.0,waxy,0.2544818363984228,dark,0.17302177960074971
104,Lunaspira,16.0,112.0,waxy,-21.411419799818418,dark,-3.1590477611857057
67,Lunaspira,17.0,121.0,waxy,5.693193076464451,dark,0.6727261936048528
82,Lunaspira,22.0,107.0,waxy,-5.9199281445982015,dark,-0.8414182587203605
122,Lunaspira,19.0,102.0,waxy,-3.32455017615683,dark,-0.534975975469213
15,Lunaspira,19.0,105.0,waxy,8.288332054882291,dark,1.2073588713614134
14,Lunaspira,10.0,105.0,waxy,-1.1788990506292134,dark,-0.05293030464756569
58,Lunaspira,12.0,114.0,waxy,8.108566254540923,dark,1.2137909467876122
3,Lunaspira,15.0,120.0,waxy,-1.8690282151480333,dark,-0.4662823338950963
16,Lunaspira,15.0,109.0,waxy,4.213446912838553,dark,0.4091877791215296
10,Lunaspira,16.0,107.0,waxy,-1.4020403744891898,dark,-0.2738999328578799
65,Lunaspira,20.0,108.0,waxy,-1.9028541825003875,dark,-0.44053274210208404
110,Lunaspira,15.0,111.0,waxy,2.451674832024347,dark,0.3777942824684781
48,Lunaspira,16.0,114.0,waxy,-6.276888776202061,dark,-1.0850300322025876
47,Lunaspira,23.0,107.0,waxy,4.4946060857817605,dark,0.6401185350110871
2,Lunaspira,23.0,104.0,waxy,6.43277800298417,dark,1.0415726504827565
1,Lunaspira,15.0,109.0,waxy,-10.413844763589093,dark,-1.4897021039104046
107,Lunaspira,19.0,103.0,waxy,4.993492823760213,dark,0.28847202723635884
84,Lunaspira,16.0,107.0,waxy,12.406681914036875,dark,1.785651734452343
38,Lunaspira,14.0,108.0,waxy,0.9438646839672978,dark,0.049277324140280125
77,Lunaspira,16.0,117.0,waxy,-18.991760143597002,dark,-2.625431262398553
34,Lunaspira,9.0,100.0,waxy,0.44112255661469507,dark,-0.1278892318340548
97,Lunaspira,12.0,98.0,waxy,12.49764333688375,dark,1.6436898369345179
26,Lunaspira,15.0,111.0,waxy,8.050646164241133,dark,1.1753026567420841
27,Lunaspira,18.0,112.0,waxy,1.6630883949096003,dark,0.08628206489030295
73,Lunaspira,17.0,114.0,waxy,-15.366979005886357,dark,-2.255065628481888
44,Lunaspira,14.0,103.0,waxy,-2.552687520289116,dark,-0.4242260256125291
95,Lunaspira,14.0,104.0,waxy,6.7110061716391,dark,1.0352022557346725
94,Lunaspira,24.0,99.0,waxy,-8.136388684840021,dark,-1.3637091121456941
93,Lunaspira,13.0,109.0,waxy,-7.990538691701265,dark,-1.2832287744674962
23,Lunaspira,16.0,109.0,waxy,4.97182074113739,dark,0.5726084977268232
92,Lunaspira,10.0,112.0,waxy,-9.782921194831783,dark,-1.322296157228799
29,Lunaspira,19.0,105.0,waxy,-6.4191356585105,dark,-0.9967489119279823
75,Lunaspira,18.0,114.0,waxy,10.019149267255907,dark,1.527550398039984
54,Lunaspira,12.0,112.0,waxy,-5.716912428228174,dark,-0.9384361571782204
88,Lunaspira,21.0,109.0,waxy,13.077186766585992,dark,1.8114842890059497
76,Lunaspira,18.0,117.0,waxy,-5.633394120628806,dark,-0.9017534121832774
32,Lunaspira,17.0,107.0,waxy,0.48799075704482664,dark,-0.07044019354644472
33,Lunaspira,14.0,108.0,waxy,4.815942618095623,dark,0.8047484616901901
85,Lunaspira,18.0,102.0,waxy,5.292845894063066,dark,0.5479236208845869
91,Lunaspira,15.0,100.0,waxy,-10.846612198580278,dark,-1.713948779391942
359,Lunaspira,18.0,106.0,waxy,-0.8067780888347231,dark,-0.09266388997422588
128,Lunaspira,18.0,107.0,waxy,7.225522355153297,dark,1.2048726902813527
368,Lunaspira,21.0,107.0,waxy,-0.09332936889346986,dark,-0.09031884001827616
236,Lunaspira,19.0,104.0,waxy,15.866631130898853,dark,2.3014167987331438
239,Lunaspira,19.0,109.0,waxy,4.829857500380068,dark,0.4655591146569026
240,Lunaspira,17.0,104.0,waxy,4.853392874990988,dark,0.6662768434426909
243,Lunaspira,11.0,98.0,waxy,-2.1721465716268957,dark,-0.7514681344777723
219,Lunaspira,13.0,109.0,waxy,-1.4137566460218554,dark,-0.2277632793423015
187,Lunaspira,16.0,114.0,waxy,3.166933069649132,dark,0.40554818326482006
185,Lunaspira,20.0,101.0,waxy,3.8657751631316546,dark,0.7216696620832392
184,Lunaspira,14.0,105.0,waxy,3.787747399844451,dark,0.272625864962682
235,Lunaspira,16.0,104.0,waxy,-0.18566942082177823,dark,-0.00947493053964422
129,Lunaspira,11.0,109.0,waxy,-13.344794751432644,dark,-1.9753919823697368
135,Lunaspira,15.0,108.0,waxy,1.571081206155123,dark,0.02095861304269573
136,Lunaspira,23.0,105.0,waxy,12.470562409676836,dark,1.6736319022613615
143,Lunaspira,18.0,108.0,waxy,20.781201576351712,dark,3.134653447574396
144,Lunaspira,20.0,108.0,waxy,-4.172812299633561,dark,-0.6318722879907254
145,Lunaspira,13.0,103.0,waxy,7.120122837882621,dark,1.0481423693831307
358,Lunaspira,17.0,106.0,waxy,8.891393393878568,dark,1.3472083080159485
149,Lunaspira,16.0,98.0,waxy,6.174612363809126,dark,0.8934719870624357
151,Lunaspira,18.0,111.0,waxy,2.8716211270161387,dark,0.4689481937908624
130,Lunaspira,15.0,98.0,waxy,3.2272756685842547,dark,0.3395953679449868
152,Lunaspira,28.0,109.0,waxy,-13.403066884464288,dark,-2.0916620985906955
232,Lunaspira,16.0,109.0,waxy,7.553739490427648,dark,1.2290967438499512
229,Lunaspira,19.0,107.0,waxy,-14.450440486429418,dark,-2.254546533716561
190,Lunaspira,17.0,105.0,waxy,4.132998878310426,dark,0.48286499015370715
193,Lunaspira,22.0,106.0,waxy,2.5015178398502265,dark,0.5232862577317693
195,Lunaspira,16.0,109.0,waxy,1.869064288838829,dark,-0.07988227642088462
196,Lunaspira,19.0,109.0,waxy,-3.350240036158647,dark,-0.5548069136677338
204,Lunaspira,16.0,104.0,waxy,5.2952712125318655,dark,0.8736919242981354
205,Lunaspira,19.0,113.0,waxy,-3.0209699980884532,dark,-0.9189455033994421
208,Lunaspira,14.0,102.0,waxy,6.255328040671671,dark,0.626625508960071
209,Lunaspira,20.0,109.0,waxy,4.295396603604763,dark,0.6084812864595345
